title,area,contentid,addr,cat,x,y
넘버25 호텔 기장 연화리점,6,3470558,부산광역시 기장군 기장읍 연화길 64,B02,129.2264338273,35.2192271784
넘버25 호텔 남춘천점,32,3044527,강원특별자치도 춘천시 효석로9번길 17 (효자동),B02,127.7349295905,37.8650250479
넘버25호텔 광주충장로점,,3049323,광주광역시 동구 천변우로 427 (불로동),B02,126.9154495664,35.1439946072
넘버25호텔강릉역점,32,3540330,강원특별자치도 강릉시 옥가로 39 (옥천동),B02,128.8996467605,37.7599983358
네버엔딩스토리,37,1636119,전북특별자치도 부안군 변산면 대항길 71,B02,126.5342197404,35.6874265672
네스트호텔,2,3464661,인천광역시 중구 영종해안남로 19-5 (운서동),B02,126.4253948792,37.4246137307
네이쳐펜션(자연의집),2,2622374,인천광역시 옹진군 영흥면 영흥북로426번길 105-1,B02,126.4774662809,37.2811479685
노고단 게스트하우스&호텔,38,2531516,전라남도 구례군 산동면 하관1길 40,B02,127.4605109267,35.3165566847
노떼 라 미아 호텔,6,2892757,부산광역시 동구 대영로 265,B02,129.0397363452,35.1118468560
노보텔 스위트 앰배서더 서울 용산,1,3387475,서울특별시 용산구 청파로20길 95 (한강로3가),B02,126.9630345182,37.5320052033
