title,area,addr,cat,x,y
드림캠핑장,38,전라남도 보성군 득량면 공룡로 751,A03,127.1883587419,34.7030766173
드위트리 풀빌라펜션&카라반가든,32,강원특별자치도 정선군 남면 지장천로 146-47,A03,128.7821621852,37.2353010293
든해솔계곡캠핑장,36,경상남도 산청군 신등면 정곡척지로475번길 142-12,A03,127.9634504599,35.4028224515
들꽃피는언덕 캠핑장,31,경기도 양주시 백석읍 권율로 870,A03,126.9599861905,37.7761850732
들살이오토캠핑장,7,울산광역시 울주군 상북면 배내로 1064-4,A03,129.0108410993,35.5347849612
들소리캠핑장,38,전라남도 영암군 신북면 들소리로 384-14,A03,126.6789452471,34.9285205024
들음카라반펜션,38,전라남도 장성군 북하면 가인길 59-9,A03,126.8766623316,35.4350249176
등억알프스야영장,7,울산광역시 울주군 상북면 알프스온천로 43,A03,129.0888671227,35.5523122193
디데이펜션,32,강원특별자치도 홍천군 서면 안굴업길 39-9,A03,127.6755617265,37.6172943874
디투어스캠프클럽,33,충청북도 제천시 청풍면 청풍명월로 246,A03,128.1548361388,37.0104483667
디파트글램핑장,31,경기도 양평군 화서로246번길 13-9,A03,127.4008054594,37.6403838742
따봉캠핑장,31,경기도 파주시 파주읍 통일로 1604-26,A03,126.7902190045,37.8520620663
땅끝오토캠핑장,38,전라남도 해남군 송지면 갈산길 25-5,A03,126.5200158003,34.3097651449
땅끝황토펜션오토캠핑장,35,경상북도 포항시 남구 구룡포읍 땅끝마을길 72,A03,129.5820578574,36.0196327583
땅에미소캠핑장,31,경기도 연천군 청산면 거저울길 339,A03,127.0865304222,38.0558769565
땡땡이글램핑,38,전라남도 장흥군 천관산문학길 30,A03,126.9072410549,34.5044719410
또바기 애견 글램핑 펜션,31,경기도 가평군 북면 멱골로 205-10,A03,127.5730930423,37.9085669710
또올래캠프,31,경기도 가평군 북면 가화로 2745-70,A03,127.4477664188,37.9745819607
뚜뚜키즈풀빌라&글램핑,31,경기도 가평군 가평읍 태봉두밀로406번길 14-27,A03,127.4578506383,37.8185114352
뜨란솔 캠핑장,32,강원특별자치도 영월군 무릉도원면 무릉법흥로 782-26,A03,128.2763491584,37.3318441811
라라솔캠핑장,32,강원특별자치도 횡성군 서원면 경강로 646-30,A03,127.8674915156,37.5238143381
라라캠핑장,36,경상남도 양산시 원동로 1899-30,A03,128.9245135864,35.3964267006
라라캠핑장,35,경상북도 경주시 서왕길 381-14,A03,129.3963642113,35.6877666420
라라플레이스,32,강원특별자치도 양양군 현북면 하조대2길 48-71,A03,128.7206325179,38.0238059412
라무키즈글램핑,31,경기도 가평군 북면 가화로 2372-42,A03,127.4781614576,37.9545070844
라온 캠핑장,38,전라남도 담양군 용면 금성산성길 548,A03,126.9958338161,35.3761391716
라온글램핑,38,전라남도 장성군 북하면 병풍로 963-14,A03,126.8640465702,35.3336584072
라온힐캠핑장,31,경기도 가평군 상면 수목원로 224,A03,127.3611306432,37.7586082949
라파엘펜션&글램핑,36,경상남도 고성군 회화면 당항만로 945,A03,128.3823203947,35.0467949749
라포레캠핑장,34,충청남도 아산시 음봉면 음봉면로 87,A03,127.0140903813,36.8550372247
라플란드,32,강원특별자치도 평창군 봉평면 흥정계곡4길 71-70,A03,128.3138224880,37.6473973114
락인뜰,2,인천광역시 중구 늘목로 38 (을왕동),A03,126.3958189907,37.4542097734
래미안밸리,37,전북특별자치도 완주군 운주면 금고당로 617,A03,127.3406464370,36.0612312023
러브팜캠핑장,32,강원특별자치도 화천군 사내면 화악산로 938-14,A03,127.5325617653,38.0578182693
러브팩토리펜션캠핑장,32,강원특별자치도 정선군 남면 광락로 519,A03,128.6797049479,37.3196338042
러빙네이쳐 캠핑장,32,강원특별자치도 인제군 남면 설악로 1129 러빙네이쳐캠핑장,A03,128.1156769726,38.0015496678
럭셔리 안성M글램핑 카라반,31,경기도 안성시 금광면 연내동길 201-13,A03,127.3887644282,36.9730025383
럭셔리 토리글램핑,36,경상남도 사천시 토끼로 215,A03,127.9647613871,34.9820003851
레끄레오캠핑장,35,경상북도 청도군 선암로 387-116,A03,128.8876118757,35.6749113266
레이크문캠핑장,31,경기도 포천시 영중면 호국로3296번길 31-46,A03,127.2653286039,38.0329717903
렛츠고 강화캠핑,2,인천광역시 강화군 화도면 동녘말길 238-13,A03,126.4072411501,37.6200934400
로뎀하우스,37,전북특별자치도 완주군 운주면 금고당로 1070-10,A03,127.3509825790,36.0255604501
로코코캠핑장,31,경기도 남양주시 수동면 지둔로 358-4,A03,127.2998513774,37.7150761260
로하스캠핑장,37,전북특별자치도 정읍시 산내면 산호수길 204-70,A03,127.0823554438,35.5339561069
루트7,35,경상북도 포항시 북구 송라면 동해대로 3166,A03,129.3712003034,36.2464363719
루파니애견캠핑장,33,충청북도 괴산군 감물면 감물로 362-54,A03,127.8781208517,36.8591717527
르쏠레이475카페글램핑,32,강원특별자치도 양구군 양구읍 상리 475-3,A03,126.9416400388,37.2059731861
리버카라반,32,강원특별자치도 홍천군 북방면 노일로 144-10,A03,127.7412457311,37.6752944308
리버힐즈오토캠핑장,32,강원특별자치도 영월군 무릉도원면 도원운학로 1043,A03,128.1883442460,37.2960049949
리썸카라반,39,제주특별자치도 서귀포시 대정읍 일과대수로27번길 12,A03,126.2301766861,33.2393822902
리앤파크캠핑장,33,충청북도 영동군 황간면 구룡로 321,A03,127.8598338207,36.2551433460
리오카라반,31,경기도 가평군 상면 축령로70번길 44-61,A03,127.3629743106,37.7795531136
리즈밸리글램핑캠핑장,31,경기도 가평군 설악면 어비산길 201-34,A03,127.5128966796,37.5917915698
리틀보이 캠핑장,36,경상남도 고성군 옥수길 13,A03,128.3760918024,35.0979974536
리프레쉬 캠핑장,32,강원특별자치도 평창군 봉평면 흥정계곡4길 7-25,A03,128.3199107398,37.6502748719
림스글램핑,38,전라남도 강진군 강진읍 해강로 1038-30,A03,126.7366480937,34.6029997332
링크독애견파크 글램핑&오토캠핑장,31,경기도 가평군 설악면 신천중앙로28번길 101-60,A03,127.4900050878,37.6608497995
마가리캠핑장,32,강원특별자치도 평창군 봉평면 전나무골길 224-10,A03,128.3696063861,37.6457874481
마검포태안캠핑장,34,충청남도 태안군 마검포길 311-42,A03,126.2911678887,36.6071143553
마검포힐링캠핑촌,34,충청남도 태안군 남면 마검포길 313-30,A03,126.2908373002,36.6095279604
마노아워터캠핑장,36,경상남도 합천군 봉산면 압곡3길 9,A03,128.0584968121,35.6417277150
마령큰시내들캠핑장,37,전북특별자치도 진안군 마령면 관마로 1248-14,A03,127.3446157494,35.7382096948
마로니에숲캠핑장,33,충청북도 옥천군 이원면 장찬길 159-73,A03,127.5943438649,36.2450064000
마루노리캠핑장,32,강원특별자치도 원주시 지정면 지정로 1234,A03,127.7921663893,37.3808183765
마루펜션 캠핑장,32,강원특별자치도 영월군 주천면 평창강로 249-58,A03,128.3442579308,37.2982687785
마루한캠핑장,38,전라남도 담양군 금성면 상신기길 108,A03,127.0586159215,35.3150721527
마리원캠핑장,2,인천광역시 강화군 길상면 장흥로101번길 6,A03,126.5106318153,37.6154791269
마린오토캠핑장,34,충청남도 태안군 안면읍 방포항길 91,A03,126.3340944530,36.5052545897
마실 휴양농원,31,경기도 화성시 비봉면 남전로162번길 51-25,A03,126.8499031600,37.2334239361
마실빌리지,31,경기도 남양주시 오남읍 팔현로216번길 24-1,A03,127.2304334414,37.6894528412
마실캠핑장,31,경기도 파주시 적성면 국사로 271,A03,126.8713557050,37.9598953804
마운틴캠핑장,31,경기도 용인시 처인구 원삼면 후평로185번길 50,A03,127.3286403041,37.1352299602
마의태자캠핑장,32,강원특별자치도 인제군 상남면 엄달골길 165,A03,128.2416223876,37.8672565592
마이산 풍혈냉천 캠핑장,37,전북특별자치도 진안군 성수면 용포로 345,A03,127.3028893529,35.7208831568
마인드글램퍼스,31,경기도 양평군 단월면 대부록길 37,A03,127.6816455854,37.5803987789
마중펜션캠핑장,32,강원특별자치도 횡성군 유동북길 190,A03,128.1720063115,37.5951173446
만리포 미소카라반,34,충청남도 태안군 소원면 만리포2길 112-1,A03,126.1403769114,36.7838802898
만리포글램핑,34,충청남도 태안군 소원면 천리포1길 143-22,A03,126.1480619957,36.7964150840
만리포솔향기캠핑장,34,충청남도 태안군 소원면 모항항길 29,A03,126.1431240376,36.7780365672
만산동국민여가캠핑장,32,강원특별자치도 화천군 상서면 만산동로 1042,A03,127.6251065482,38.1354276038
만정캠핑장,2,인천광역시 중구 영종순환로 279-20 (중산동),A03,126.5499393322,37.5154692369
맑은개울캠핑장,35,경상북도 상주시 화서면 하송3길 178-5,A03,127.9588602538,36.4860604386
맑은누리캠핑장,33,충청북도 영동군 상촌면 물한계곡로 1212,A03,127.8751849606,36.0624627970
맑은물소리캠핑장,31,경기도 가평군 설악면 가마소길 17-270,A03,127.4728546234,37.6348775006
맘빌리지카라반캠핑장,34,충청남도 태안군 소원면 법산길 350-60,A03,126.2023947133,36.7380394146
망상오토캠핑리조트,32,강원특별자치도 동해시 동해대로 6370 (망상동),A03,129.0807743597,37.5983872102
망상오토캠핑리조트제2오토캠핑장,32,강원특별자치도 동해시 동해대로 6270-14 (망상동),A03,129.0925012950,37.5916048893
매미캠프,36,경상남도 거제시 장목면 옥포대첩로 1279-3,A03,128.7033500931,34.9665680794
매일민박캠핑장,32,강원특별자치도 철원군 근남면 하오재로 1531,A03,127.4657221834,38.1932206636
매향리캠핑장,31,경기도 화성시 우정읍 고온리안길102번길 31,A03,126.7462623810,37.0380586042
맹방비치캠핑장,32,강원특별자치도 삼척시 근덕면 맹방해변로 140,A03,129.2345781955,37.3875533985
멍글멍글 펫 글램핑,33,충청북도 청주시 청원구 오창읍 오산가좌로 650-28,A03,127.3679428523,36.7173232550
멍우리협곡캠핑장,31,경기도 포천시 영북면 소회산길 400,A03,127.2335742349,38.0915976949
메가오토캠핑장,31,경기도 포천시 일동면 수입로 342,A03,127.3151806857,37.9959298065
메이플글램핑,31,경기도 포천시 이동면 화동로 2236-25,A03,127.3748821408,38.0441530565
메타파크,38,전라남도 담양군 금성면 금성산성길 260,A03,127.0215594513,35.3708124358
메타피아 오래캠핑장,31,경기도 가평군 북면 화악산로 233,A03,127.5593305865,37.9025118656
명도그오토캠핑장,36,경상남도 남해군 설천면 설천로 176-187,A03,127.9087632151,34.8860518315
명돈골캠핑장,31,경기도 가평군 북면 논남기길 19-36,A03,127.4596710971,37.9674663432
명봉산 솔밭관광농원 오토캠핑장,32,강원특별자치도 원주시 흥업면 승안동길 242-56,A03,127.8736501159,37.3051758488
명성가족캠핑촌,2,인천광역시 옹진군 영흥면 영흥로722번길 43,A03,126.4563739778,37.2730957580
명수원,35,경상북도 경주시 장사길 46-17,A03,129.0510776512,35.7897930785
명암오토캠핑장,33,충청북도 제천시 봉양읍 명암리 605-24,A03,128.1313914407,37.1872914631
명지산오토캠핑장,31,경기도 가평군 북면 가화로 2932-23,A03,127.4476273399,37.9814561563
명파리해변야영장,32,강원특별자치도 고성군 현내면 명파4길 47,A03,128.4053254685,38.5435697967
명파해변오토캠핑장,32,강원특별자치도 고성군 현내면 명파4길 47,A03,128.4053921316,38.5434892521
명학산캠핑장,31,경기도 파주시 파주읍 바리골길 260-149,A03,126.8313235989,37.8511406885
모구리야영장,39,제주특별자치도 서귀포시 성산읍 서성일로 260,A03,126.8221715684,33.4066565392
모꼬지캠핑장,37,전북특별자치도 김제시 금산면 모악로 167-16,A03,127.0110264489,35.7191060819
모나캠핑파크,31,경기도 가평군 상면 축령로 143,A03,127.3584915233,37.7748313592
모드니애캠핑장펜션,33,충청북도 제천시 봉양읍 제원로 528,A03,128.1100189907,37.1657268824
모래재캠핑장,33,충청북도 괴산군 사리면 모래재로 483-12,A03,127.6662745315,36.8118955421
모모카라반,2,인천광역시 옹진군 영흥면 영흥로757번길 176,A03,126.4484748618,37.2670602097
모짜르트,31,경기도 양평군 단월면 윗고북길 33-21,A03,127.5874011456,37.5876878608
목사골야영장,38,전라남도 곡성군 목사동면 용봉길 91-109,A03,127.3131459836,35.1060528847
몬테리오,32,강원특별자치도 홍천군 서면 마곡길 220,A03,127.5791561217,37.7283991503
몬테비얀코캠핑장,31,경기도 포천시 이동면 늠바위길 181,A03,127.3864259724,38.0291272453
몽고몽고글램핑,32,강원특별자치도 홍천군 남면 남노일로 1162,A03,127.7561664568,37.6801413680
몽골캠핑장,32,강원특별자치도 홍천군 내면 밤바치길 737,A03,128.3482870674,37.7973194852
몽돌바다캠핑장,38,전라남도 신안군 암태면 진작지길 139-63,A03,126.1371972607,34.8739344235
몽리치,31,경기도 가평군 가평읍 당목가일길 574,A03,127.5719663669,37.8746958930
몽산포감성캠핑장,34,충청남도 태안군 몽산포길 65-5,A03,126.2888469697,36.6713235828
몽산포그린캠핑장,34,충청남도 태안군 남면 몽산포길 63-65,A03,126.2897664107,36.6682822826
몽산포오션캠핑장,34,충청남도 태안군 남면 몽산포길 63-73,A03,126.2894970105,36.6675351413
몽산포오토캠핑장,34,충청남도 태안군 남면 몽산포길 65-24,A03,126.2875693393,36.6701125895
몽산포오토캠핑장2구역,34,충청남도 태안군 남면 몽산포길 63-43,A03,126.2892969643,36.6699876334
몽산포패밀리데이캠핑장,34,충청남도 태안군 남면 몽산포길 67-9,A03,126.2880692453,36.6719790496
몽산포힐링캠핑장,34,충청남도 태안군 남면 몽산포길 63-13,A03,126.2902774079,36.6708819914
묘솔캠핑장,35,경상북도 영주시 풍기읍 삼가로 423,A03,128.5076682616,36.9210874573
무거카라반,39,제주특별자치도 제주시 조천읍 조함해안로 352,A03,126.6549189380,33.5488325729
무녀도오토캠핑장,37,전북특별자치도 군산시 옥도면 무녀도2길 19,A03,126.4220823365,35.8049946190
무도글램핑,33,충청북도 제천시 송학면 송학로2길 140-29,A03,128.2617301848,37.1716484819
무릉계곡 힐링캠핑장,32,강원특별자치도 동해시 삼화로 467,A03,129.0265833420,37.4644488177
무릉계곡캠프장,32,강원특별자치도 동해시 삼화로 467 (삼화동),A03,129.0265833420,37.4644488177
무릉관광농원,35,경상북도 경주시 강동면 호국로 3150-42,A03,129.2471965359,35.9855885427
무릉도원 캠핑장,32,강원특별자치도 영월군 무릉도원면 고일길 15-5,A03,128.1957226945,37.3450133676
무릉도원오토캠핑장,36,경상남도 양산시 원동면 어영길 170,A03,128.9336064157,35.4262096311
무수캠핑장,31,경기도 평택시 홍원길 14,A03,126.8684851865,37.0181297237
무안 낙지공원 노을길야영장,38,전라남도 무안군 망운면 조금나루길 128-68,A03,126.3529527790,35.0046315251
무안황토갯벌랜드 캠핑장,38,전라남도 무안군 해제면 황토갯벌길 54-20,A03,126.3339299684,35.0981817510
무주 더 스위트 글램핑,37,전북특별자치도 무주군 무풍면 오두재로 96,A03,127.8295853462,35.8903454337
무주 별빛 카라반,37,전북특별자치도 무주군 설천면 백련사길 2-29,A03,127.7758400003,35.8944301206
무주 솔밭야영장,37,전북특별자치도 무주군 안성면 원통사로 294,A03,127.6725257225,35.8362876634
무주구천동카라반,37,전북특별자치도 무주군 설천면 백련사길 20,A03,127.7757955263,35.8956772003
무주구천동캠핑장,37,전북특별자치도 무주군 설천면 원심곡1길 11,A03,127.7577128342,35.9313394923
무주글램핑,37,전북특별자치도 무주군 설천면 구천동1로 138,A03,127.7757149070,35.8982963458
무주네버랜드,37,전북특별자치도 무주군 무풍면 구천동로 289-55,A03,127.8220863648,35.8772134577
무주덕유산계곡글램핑,37,전북특별자치도 무주군 설천면 구천동1로 44,A03,127.7767340987,35.9042984598
무주반딧골캠핑장,37,전북특별자치도 무주군 설천면 구천동로 2244,A03,127.7865171641,35.9848783644
무주수목원캠핑장,37,전북특별자치도 무주군 설천면 구천동로 1092-34,A03,127.7605909623,35.9088948717
무주풀빌라&카라반,37,전북특별자치도 무주군 설천면 구천동로 1048-8,A03,127.7619742148,35.9073367402
무주홀리데이파크,37,전북특별자치도 무주군 안성면 칠연로 462-3,A03,127.6854106052,35.8394930837
무지개서는마을,31,경기도 가평군 북면 가화로 1725,A03,127.4935057956,37.9106124821
무지개캠핑장,34,충청남도 천안시 동남구 문암로 224 (안서동),A03,127.1949409359,36.8477357198
무지개캠핑장,31,경기도 파주시 광탄면 부흥로 206-9,A03,126.8703158844,37.8016999313
무창포카라반파크,34,충청남도 보령시 웅천읍 동뒤마을길 49-24,A03,126.5344806283,36.2366305141
문경 녹색오토캠핑장,35,경상북도 문경시 가은읍 대야로 1560,A03,127.9871442085,36.6705342847
문경새재 국민여가캠핑장,35,경상북도 문경시 문경읍 새재1길 47,A03,128.0757227928,36.7545457283
문경수예리오토캠핑장,35,경상북도 문경시 가은읍 작약로 576,A03,128.0527014461,36.6003046415
문경히든벨리오토캠핑장,35,경상북도 문경시 가은읍 죽문길 271,A03,127.9907417101,36.6492479009
문라이트캠핑장,2,인천광역시 강화군 길상면 해안남로 656,A03,126.4922866562,37.6016470811
문복산캠핑장,35,경상북도 경주시 산내면 문복로 333-199,A03,129.0515006947,35.6605632189
문수산 자연휴양림 야영장,35,경상북도 봉화군 봉성면 시거리길 378,A03,128.8325413345,36.9451797447
문수산캠핑장,31,경기도 용인시 처인구 이동읍 이원로 637-3,A03,127.2534991148,37.1623532510
문수힐링피크닉장,7,울산광역시 남구 옥동 852,A03,129.2697879671,35.5332149764
문암생태공원캠핑장,33,충청북도 청주시 흥덕구 무심서로 1037 (문암동),A03,127.4511865684,36.6741324849
문앤스타 캠핑장,31,경기도 양평군 용문면 중원산로 478,A03,127.6172164157,37.5426908504
문장대오토캠핑장,35,경상북도 상주시 화북면 문장로 1506-16,A03,127.9237312058,36.5442225892
물가솔솔캠핑장,32,강원특별자치도 홍천군 내면 을수길 153-6,A03,128.4611151391,37.8173526550
물꽃캠핑장,31,경기도 연천군 군남면 청정로 2122,A03,127.0290251091,38.0378002442
물내치기,32,강원특별자치도 강릉시 왕산면 노추산로 1151-5,A03,128.7303650840,37.5689449128
물동네힐링캠프,31,경기도 남양주시 수동면 비룡로 945,A03,127.3165247877,37.7175150364
물마루 캠핑장,32,강원특별자치도 영월군 무릉도원면 두산길 106,A03,128.1799139565,37.3127667925
물소리풍경,33,충청북도 괴산군 칠성면 쌍곡로 351,A03,127.8961110039,36.7576531832
물안개오토캠핑장,36,경상남도 밀양시 단장면 고례로 823-10,A03,128.9267163166,35.4918021259
물왕숲캠핑파크,31,경기도 시흥시 동서로 706-88 (물왕동),A03,126.8273705525,37.3810008727
물의나라 캠핑장,31,경기도 가평군 명지산로 475,A03,127.3813687958,37.9109770387
뮤즈캠핑장,2,인천광역시 강화군 강화읍 고비고개로 322,A03,126.4451316474,37.7371387922
미루밸리캠핑장,35,경상북도 성주군 가천면 법전1길 137,A03,128.1331370603,35.8607153689
미르오토캠핑장,36,경상남도 밀양시 산외면 밀양대로 3400-127,A03,128.8602762523,35.5436006208
미르힐,31,경기도 용인시 처인구 모현읍 초부로 215-7,A03,127.2652326262,37.3153857619
미산가족오토캠핑장,35,경상북도 문경시 마성면 구랑로 92,A03,128.1073032151,36.6599293748
미산분교 캠핑장,32,강원특별자치도 인제군 상남면 내린천로 1622,A03,128.3182208828,37.8711270148
미술관옆캠핑장,31,경기도 양주시 장흥면 권율로 185,A03,126.9489496148,37.7304818650
미시령계곡캠핑장,32,강원특별자치도 인제군 북면 미시령옛길 30,A03,128.4078298083,38.2199853906
민들레동산힐링센터,37,전북특별자치도 완주군 화산면 하용마안길 35-130,A03,127.2422203373,36.0147264431
민머루잼머,2,인천광역시 강화군 삼산면 어류정길198번길 6,A03,126.3364439275,37.6537410570
민트글램핑,31,경기도 포천시 이동면 금강로 5846,A03,127.3745208012,38.0530270141
밀모빨강치마캠핑리조트,37,전북특별자치도 무주군 적상면 밀모길 79-30,A03,127.6707344707,35.9302908394
밀양 가보자 캠핑장,36,경상남도 밀양시 단장로 905,A03,128.8561841063,35.4733695631
밀양VIP오토캠핑장,36,경상남도 밀양시 단장면 고례3길 10-11,A03,128.9265606201,35.4973709411
밀양강캠프스쿨,36,경상남도 밀양시 산외면 단산길 2-5,A03,128.8406122071,35.5110539231
밀양댐스쿨캠핑장,36,경상남도 밀양시 단장면 고례2길 3,A03,128.9290549965,35.4919438200
밀양도깨비방망이캠핑장,36,경상남도 밀양시 단장로 1055,A03,128.8506870382,35.4852125734
밀양사계절오토캠핑장,36,경상남도 밀양시 산외면 표충로 7,A03,128.8417342830,35.5127676392
밀양아리랑 오토캠핑장,36,경상남도 밀양시 하남읍 명례리 1046-2,A03,128.7593458347,35.3545839197
밀양알프스캠핑장,36,경상남도 밀양시 산외면 밀양대로 3468-7,A03,128.8560572145,35.5422479177
밀양엄마랑놀자키즈글램핑,36,경상남도 밀양시 초동면 초동중앙로 18,A03,128.6707582605,35.3867925650
밀양유원지오토캠핑장,36,경상남도 밀양시 단장면 고례로 855,A03,128.9286133337,35.4931964487
밀양캠핑홀릭,36,경상남도 밀양시 청도면 조천길 337-64,A03,128.6188230943,35.5187434248
밀양표충오토캠핑장,36,경상남도 밀양시 단장면 바드리길 7,A03,128.9267654388,35.5233374667
바누 글램핑,32,강원특별자치도 홍천군 북방면 노일로 30-2,A03,127.7437760784,37.6745695617
바다다 캠핑장,2,인천광역시 강화군 화도면 내리 2146-2,A03,126.3798293210,37.6363855057
바다로글램핑,2,인천광역시 강화군 화도면 해안남로 2421-228,A03,126.3768772162,37.6218232624
바다야놀자,34,충청남도 보령시 하학로 800,A03,126.4970815730,36.4356987018
바다야영장,37,전북특별자치도 부안군 곰소항길 22-25,A03,126.6024217068,35.5889055890
바다여행파크 캠핑장,34,충청남도 태안군 원북면 옥파로 1059-16,A03,126.2014352115,36.8910217264
바다의 별 관광농원,31,경기도 안산시 단원구 부흥로 359-43 (대부남동),A03,126.6114725710,37.2145358134
바다캠핑장,2,인천광역시 강화군 화도면 해안남로 2355-7,A03,126.3822130724,37.6133882279
바다풍경카라반펜션,34,충청남도 태안군 원북면 방갈리,A03,126.2068122910,36.8989486797
바라산자연휴양림,31,경기도 의왕시 바라산로 84 (학의동),A03,127.0190950093,37.3729441130
바람부리별밤캠핑장 관광농원,32,강원특별자치도 강릉시 왕산면 바람부리길 69,A03,128.7209926819,37.6025602941
바람숲 야영장,4,대구광역시 동구 팔공로230길 103 (진인동),A03,128.7132806002,35.9504352793
바람흔적글램핑카라반,36,경상남도 합천군 가회면 대기1길 15-9,A03,128.0050897357,35.4593806990
바보글램핑,36,경상남도 산청군 생비량면 상능로150번길 178,A03,128.0670168170,35.3852318365
바인밸리,34,충청남도 공주시 정안면 화봉됨박골길 55-74,A03,127.0994774188,36.5384279224
박사마을 어린이 글램핑장,32,강원특별자치도 춘천시 서면 박사로 770,A03,127.6858028380,37.8875965063
반디캠프,31,경기도 파주시 광탄면 기산로 207,A03,126.9208342503,37.7749067397
반디품은마을,37,전북특별자치도 무주군 적상면 삼방로 476,A03,127.6095696827,35.9591475817
반디하우스캠핑장,32,강원특별자치도 인제군 상남면 내린천로 2355,A03,128.2715749519,37.8763560730
반딧불이캠핑장,35,경상북도 경주시 산내면 대현길 250-13,A03,129.0741722450,35.7126910994
반려동물힐링센터 글램핑,35,경상북도 문경시 문경대로 2430,A03,128.0820225798,36.7422389223
밤개울캠핑장,32,강원특별자치도 철원군 근남면 하문수동1길 62-1,A03,127.4712183913,38.2103409869
밤골야영장,32,강원특별자치도 영월군 무릉도원면 무릉법흥로 940,A03,128.2801568821,37.3408709898
밤골캠핑장,31,경기도 용인시 처인구 원삼면 죽양대로1650번길 2-23,A03,127.3338828343,37.1863630363
밤골캠핑장,31,경기도 파주시 파평면 장승배기로268번길 143,A03,126.8225372521,37.8875751681
밤벌오토캠핑장,32,강원특별자치도 홍천군 서면 팔봉산로 936,A03,127.6912303282,37.6922998618
밤벌캠핑장,31,경기도 가평군 설악면 어비산길 15-23,A03,127.4946925060,37.6011457057
밤별생각 낮달이야기,33,충청북도 제천시 백운면 덕동로 527-13,A03,127.9583951506,37.2130019472
밤별캠핑장,33,충청북도 충주시 앙성면 모점1길 229,A03,127.7270149070,37.1545294235
밤소리글램핑,34,충청남도 아산시 음봉면 신정리길 109-9,A03,127.0164618925,36.8731712877
방길낚시캠핑장,37,전북특별자치도 임실군 신덕면 삼길1길 155-77,A03,127.1321277482,35.6822623569
방태산 솔마루 오토캠핑장,32,강원특별자치도 인제군 기린면 방태산길 122-6,A03,128.3814075191,37.9393980753
방태산 자연휴양림 캠핑장,32,강원특별자치도 인제군 기린면 방태산길 377,A03,128.3995675048,37.9223698456
방화동 가족휴가촌 오토캠핑장,37,전북특별자치도 장수군 번암면 방화동로 778,A03,127.5292949513,35.5896492211
배나무꽃캠핑장,31,경기도 파주시 법원읍 술이홀로1333번길 128,A03,126.8724800364,37.8827682930
배너미오토캠핑장,35,경상북도 청도군 운문면 운문로 1051,A03,129.0027020463,35.6657033960
백경펜션오토캠핑장,35,경상북도 포항시 남구 장기면 영암길 70,A03,129.5250077018,35.9099496032
백담고을오토캠핑장,32,강원특별자치도 인제군 북면 백담로 128,A03,128.3561214807,38.1923570562
백도해수욕장오토캠핑장,32,강원특별자치도 고성군 죽왕면 문암항길 133,A03,128.5457591560,38.3016674353
백무동야영장,36,경상남도 함양군 마천면 백무동로 377,A03,127.6798293985,35.3579252878
백무동파크펜션&글램핑야영장,36,경상남도 함양군 마천면 가채길 15,A03,127.6611273602,35.3926710359
백미리희망캠핑장,31,경기도 화성시 서신면 백미길 210-15,A03,126.6812626132,37.1436646910
백사장사계절숲속캠핑장,34,충청남도 태안군 안면읍 해안관광로 927-48,A03,126.3154748191,36.5768043712
백산금빛 체험캠핑장,36,경상남도 밀양시 하남읍 백산로 280,A03,128.7457215649,35.3714706603
백석탄골부리캠핑장,35,경상북도 청송군 백석탄로 541-21,A03,128.9956526376,36.3495730575
백암온천마을 영농조합법인 야영장,35,경상북도 울진군 온정면 온정리 665-2,A03,129.3416976010,36.7080166477
백야자연휴양림 오토캠핑장,33,충청북도 음성군 금왕읍 백야로 461-97,A03,127.6090922586,36.9568306099
백운계곡캠핑장,36,경상남도 산청군 단성면 백운로51번길 220-16,A03,127.8875988626,35.2951888006
백운오양골 글램핑캠핑장,31,경기도 포천시 이동면 화동로2457번길 92,A03,127.3817224624,38.0685197831
백운일출캠핑장,33,충청북도 제천시 백운면 구학산로 907-2,A03,127.9964809852,37.2000597015
백운힐링캠핑장,31,경기도 포천시 이동면 포화로 320-1,A03,127.4177383785,38.0764195265
백자동캠핑장,31,경기도 가평군 북면 가화로 2575-22,A03,127.4637930248,37.9646917434
백제캠핑장,37,전북특별자치도 익산시 금마면 도천길 131-20,A03,127.0515818454,36.0125594777
밸리캠핑장,32,강원특별자치도 양양군 현북면 법수치길 259,A03,128.6459363038,37.9405808163
뱀사골자동차야영장,37,전북특별자치도 남원시 산내면 와운길 10,A03,127.5791129155,35.3718691713
뱀사골힐링야영장,37,전북특별자치도 남원시 산내면 와운길 29,A03,127.5797906807,35.3700416117
버드하우스캠핑장,36,경상남도 남해군 창선면 서부로 1455-10,A03,128.0211636502,34.9187140320
벌곡오토캠핑장,34,충청남도 논산시 벌곡면 수락로517번길 36-5,A03,127.2912445606,36.1923403706
벌천포오토캠핑장,34,충청남도 서산시 대산읍 벌천포길 93-25,A03,126.3356903568,36.9702093146
범도아리아글램핑,36,경상남도 밀양시 단장면 아불1길 13,A03,128.9078615691,35.5221761361
범도오토캠핑장,36,경상남도 밀양시 단장면 표충로 860,A03,128.9099002459,35.5233927036
범바위캠핑정원,31,경기도 김포시 대곶면 종생로 154,A03,126.6005672757,37.6426136636
범산골캠핑장,31,경기도 양주시 광적면 부흥로34번길 17,A03,126.9140756949,37.8043281894
법흥계곡 숲속의 아침 오토캠핑장,32,강원특별자치도 영월군 무릉법흥로 1115,A03,128.2780288406,37.3562663955
