title,area,addr,cat,x,y
소금강오토캠프장,32,강원특별자치도 강릉시 연곡면 소금강길 449,A03,128.7081540010,37.8149049249
소나무숲아래캠핑장,33,충청북도 충주시 수안보면 미륵리사지길 29,A03,128.0899362081,36.8239185886
소나무와 계곡 캠핑장,32,강원특별자치도 영월군 무릉도원면 백년계곡길 88-3,A03,128.2723871947,37.3727366104
소노카페 오토캠핑장,32,강원특별자치도 홍천군 개야로 357-32,A03,127.6403960587,37.6922350390
소도야영장,32,강원특별자치도 태백시 천제단길 181 (소도동),A03,128.9515144603,37.1177955623
소리길 오토캠핑장,36,경상남도 합천군 가야면 매화산로 668,A03,128.1268760579,35.7750805171
소막골야영장,36,경상남도 산청군 삼장면 대원사길 245,A03,127.8169702986,35.3501757978
소백산국립공원남천야영장,33,충청북도 단양군 영춘면 남천계곡로 381-7,A03,128.5136476387,37.0378491678
소백산꽃가람야영장,35,경상북도 영주시 풍기읍 삼가로 407-7,A03,128.5088570807,36.9198292906
소백산오토캠핑장,33,충청북도 단양군 가곡면 새밭로 380,A03,128.4153686287,37.0008765624
소석힐링캠핑장,36,경상남도 양산시 상북면 충렬로 721,A03,129.0516494841,35.4045281439
소선암오토캠핑장,33,충청북도 단양군 단성면 선암계곡로 1656,A03,128.3111467974,36.9261748527
소요별앤숲테마파크,31,경기도 동두천시 평화로2922번길 76 (상봉암동),A03,127.0659742642,37.9502278072
소풍캠핑장,31,경기도 가평군 설악면 어비산길 184-147,A03,127.4914010539,37.6040730835
소풍캠핑장,31,경기도 용인시 처인구 이동읍 경기동로785번길 30,A03,127.2056125835,37.1337057013
소풍캠핑장,35,경상북도 경주시 새터흥림길 1-27,A03,129.2902779112,35.9221381984
속리산사계절캠핑장,35,경상북도 상주시 화북면 중벌2길 18-61,A03,127.8396482499,36.6007229220
속리산사나래캠핑장,33,충청북도 보은군 산외면 속리산로 1770,A03,127.7712245593,36.5740275145
속리산시어동캠핑장,35,경상북도 상주시 화북면 문장대2길 50,A03,127.9053487824,36.5703692612
속리산알프스캠핑장,33,충청북도 보은군 산외면 속리산로 1842-12,A03,127.7791016214,36.5744137241
속리산풍경펜션&캠핑장,33,충청북도 보은군 중판1길 24 일반음식점,A03,127.7997487007,36.5132849862
속초 국민여가캠핑장,32,강원특별자치도 속초시 해오름로 177 (조양동),A03,128.6025630534,38.1896204795
속초밤하늘글램핑,32,강원특별자치도 속초시 장성천길 151 (장사동),A03,128.5484949587,38.2147359493
솔내음물댄동산,38,전라남도 장성군 삼계면 자초로 198,A03,126.6545131491,35.3027667047
솔내음야영장,34,충청남도 서천군 서면 도둔리 1233,A03,126.5264192648,36.1672355474
솔내음캠핑장,37,전북특별자치도 무주군 안성면 칠연로 504,A03,127.6892741480,35.8396236931
솔내음캠핑장,31,경기도 수원시 권선구 칠보로 2 (금곡동),A03,126.9386969304,37.2674187965
솔다람숲힐링파크,31,경기도 가평군 가평읍 두밀리,A03,127.4475375800,37.8222358119
솔담길 오토캠핑장,4,대구광역시 군위군 부계면 한밤8길 2,A03,128.6540604371,36.0628964311
솔뜰캠핑장,31,경기도 양평군 옥천면 사기점길 53,A03,127.4691493524,37.5407050275
솔바다캠핑장,2,인천광역시 옹진군 영흥면 영흥서로 527-14,A03,126.4532769940,37.2746816309
솔바람캠핑장,36,경상남도 밀양시 산외면 밀양대로 3539-1,A03,128.8582624438,35.5470668602
솔바람캠핑장,34,충청남도 서천군 장항읍 장항산단로34번길 48-44,A03,126.6652216362,36.0241903863
솔바람캠핑장,31,경기도 가평군 조종면 명지산로 337-62,A03,127.3745307285,37.9042249218
솔방울 펜션캠핑장,32,강원특별자치도 인제군 북면 만해로 307,A03,128.3352899792,38.1944175261
솔밭체육공원오토캠핑장,32,강원특별자치도 횡성군 공근면 도곡로14번길 61,A03,127.9548463654,37.5623670577
솔밭캠프,33,충청북도 괴산군 칠성면 쌍곡로 322,A03,127.8952137812,36.7605195045
솔밭캠프장,32,강원특별자치도 영월군 무릉도원면 무릉법흥로 740,A03,128.2709441934,37.3283111543
솔밭캠핑장,35,경상북도 포항시 북구 해안로 2952,A03,129.3777165221,36.2421592042
솔밭펜션캠핑장,31,경기도 가평군 조종면 운악청계로371번길 58-34,A03,127.3507232803,37.8532665314
솔베이캠핑장,33,충청북도 괴산군 감물면 충민로 1083-12,A03,127.9008527621,36.8374691072
솔부엉이 캠핑장,33,충청북도 음성군 음성로826번길 6-9 사정초등학교(분교),A03,127.6249376256,36.9720208155
솔비치 캠핑장,34,충청남도 태안군 몽산포길 63-23,A03,126.2896052259,36.6716430034
솔섬오토캠핑장,36,경상남도 사천시 서포면 토끼로 245-29,A03,127.9658111479,34.9876719891
솔섬캠프장,32,강원특별자치도 평창군 봉평면 수림대길 57-5,A03,128.3839170692,37.5245739620
솔잎향캠핑파크,31,경기도 시흥시 수인로2107번길 52 (조남동),A03,126.8711363245,37.3698973828
솔향강릉오토캠핑장,32,강원특별자치도 강릉시 경강로 2580,A03,128.9411703944,37.7730365271
송가네오가리캠핑장,31,경기도 포천시 창수면 전영로1023번길 115,A03,127.1652464013,38.0226628276
송계자동차야영장,33,충청북도 제천시 한수면 미륵송계로 1625,A03,128.0783438392,36.8847197276
송도스포츠캠핑장,2,인천광역시 연수구 인천신항대로892번길 50 (송도동),A03,126.6194569017,37.3539392294
송정솔바람해변캠핑장,36,경상남도 남해군 미조면 미송로483번길 4-1,A03,128.0249239441,34.7225193997
송정자연휴양림,35,경상북도 칠곡군 석적읍 반계3길 88,A03,128.4416636372,36.0233775455
송지호 오토캠핑장,32,강원특별자치도 고성군 죽왕면 동해대로 6090,A03,128.5133247077,38.3428008983
송하루오토캠핑장,35,경상북도 구미시 옥성면 주아령로 192-1,A03,128.2664108830,36.2797146200
송호국민관광지 야영장,33,충청북도 영동군 양산면 송호로 105 (양산면),A03,127.6756342032,36.1296765635
쇠꼴마을고고펜션,31,경기도 파주시 법원읍 술이홀로 1338-38,A03,126.8794320912,37.8858041750
수달캠핑장,35,경상북도 청송군 안덕면 성덕댐로 1291-70,A03,128.9645223299,36.2437511603
수덕캠핑장,34,충청남도 예산군 덕산면 노곡길 15,A03,126.6474950843,36.6721768722
수동시온캠프,31,경기도 남양주시 수동면 지둔리 230-9,A03,127.2985178132,37.7272552409
수락베이스캠프,34,충청남도 논산시 벌곡면 수락계곡길 242,A03,127.3049640651,36.1443572026
수락캠핑장,31,경기도 의정부시 송산로971번길 133-5 (산곡동),A03,127.0995391308,37.7134726728
수레의산자연휴양림 캠핑장,33,충청북도 음성군 생극면 차생로 310-108,A03,127.6530915454,37.0383747962
수리덤오토캠핑장,35,경상북도 청도군 운문면 신원3길 151,A03,129.0113008431,35.6817739658
수림휴원,34,충청남도 보령시 웅천읍 내성1길 117,A03,126.6292746673,36.2452478153
수목원프로방스 캠핑장,31,경기도 포천시 신북면 탑신로 1066,A03,127.1359542063,37.9420994734
수목화송정마을오토캠핑장,32,강원특별자치도 고성군 거진읍 건봉사로 1503-1,A03,128.4224826768,38.4412487541
수문랜드 블루투어 오토 캠핑장,38,전라남도 장흥군 안양면 수문용곡로 159-36,A03,127.0303798563,34.6344094361
수봉야영장,32,강원특별자치도 양양군 서면 백암길 3-8,A03,128.5068697278,38.0756235504
수산아카데미,31,경기도 남양주시 수동면 철마산로 316-31,A03,127.2648266682,37.7193277709
수산하늘풍경,32,강원특별자치도 인제군 남면 무학길 46,A03,128.0186200293,37.9718735022
수승대야영장,36,경상남도 거창군 위천면 은하리길 43-101,A03,127.8316553704,35.7588187292
수승대오토캠핑장,36,경상남도 거창군 위천면 은하리길 100,A03,127.8309997795,35.7622933231
수원산오토캠핑장,31,경기도 포천시 군내면 청군로2985번길 50-29,A03,127.2394720457,37.8628578223
수입리캠핑장,31,경기도 양평군 서종면 화서로246번길 22-6,A03,127.3990667298,37.6403394028
수주팔봉 야영지,33,충청북도 충주시 대소원면 문주리 산 1-1,A03,127.9227184801,36.8995207136
수피아캠핑카라반,32,강원특별자치도 홍천군 서면 한서로 2141-16,A03,127.6728814172,37.6171749071
수하리캠핑파크,32,강원특별자치도 홍천군 서석면 행치령로 702,A03,128.1662656790,37.7635616061
순천자연휴양림 야영장,38,전라남도 순천시 서면 청소년수련원길 170,A03,127.4745139193,35.0439209931
숲내음펜션,37,전북특별자치도 완주군 죽림편백길 143-2,A03,127.2075556006,35.7420374290
숲속 동키마을 캠핑장,32,강원특별자치도 홍천군 남면 시동로 764-63,A03,127.8423836504,37.5853123025
숲속 캠핑장(부귀산장펜션),37,전북특별자치도 진안군 부귀면 귀상로 792-23,A03,127.4298412652,35.8528592722
숲속애캠핑장,36,경상남도 함양군 백전면 함양남서로 2655,A03,127.6279865088,35.5787466343
숲속에안뜰,31,경기도 용인시 처인구 원삼면 원양로 250-23,A03,127.3081574769,37.1830601757
숲속의베리팜,38,전라남도 화순군 백아면 백아로 1951-65,A03,127.0972881796,35.1787798782
숲속의쉼터,31,경기도 연천군 전곡읍 양원로 318,A03,127.0360930265,37.9723552378
숲속의정든집야영장,32,강원특별자치도 횡성군 둔내면 용현로 422,A03,128.2566587919,37.5349814573
숲속의정원캠핑장,31,경기도 가평군 북면 가화로 988-50,A03,127.5504958906,37.8818446637
숲속의하모니,33,충청북도 괴산군 청천면 후평도원로 155,A03,127.7573317955,36.6578426570
숲속캠핑장,35,경상북도 봉화군 물야면 오록3길 63-315,A03,128.7305516967,36.9963386017
숲에정원,31,경기도 하남시 검단산로146번길 80 (창우동),A03,127.2304352871,37.5282660119
숲이야기 캠핑장,32,강원특별자치도 춘천시 서백길 691-77,A03,127.5889170247,37.7999187953
숲이조아오토캠핑장,35,경상북도 문경시 농암면 청화로 886-128,A03,127.9896858309,36.5654880274
쉼표캠핑장,35,경상북도 김천시 아포읍 회성길 177-8,A03,128.2732892872,36.1360255456
슈필라움글램핑,31,경기도 화성시 서신면 해안길 468-11,A03,126.6268806089,37.1741574291
스마일카라반펜션,31,경기도 양평군 단월면 석산로 1539-2,A03,127.6161662678,37.6463899130
스카이 펜션&캠핑장,32,강원특별자치도 영월군 무릉도원면 무릉법흥로 852-15,A03,128.2823596203,37.3354994293
스카이글램핑,35,경상북도 경주시 보불로 328-10 (하동),A03,129.3072684673,35.8118231958
스카이운학오토캠핑장,33,충청북도 제천시 백운면 운학길 87,A03,128.0008219716,37.2100308550
스칸디캠프팜,34,충청남도 보령시 청소면 송덕신송길 229-42,A03,126.5691659217,36.4670491140
스칼라캠프장,32,강원특별자치도 춘천시 추곡고개길 326-121,A03,127.6484264788,37.7666098809
스타밸리캠핑장,33,충청북도 진천군 배티로 425,A03,127.3411343486,36.9106949719
스타빌,39,제주특별자치도 서귀포시 광평로 34-154,A03,126.3963822653,33.3386405997
스테이272,31,경기도 이천시 마장면 이장로60번길 34-42,A03,127.3855927367,37.2600804502
스톤밸리캠핑장,31,경기도 양주시 칠봉산로228번길 126-190 (봉양동),A03,127.0878026888,37.8588027560
스톤엑스캠핑장,32,강원특별자치도 홍천군 남면 남노일로 1164-22,A03,127.7569857904,37.6813884601
스톤캠핑장,2,인천광역시 강화군 하점면 고려산로377번길 31,A03,126.4089844729,37.7546972188
스톤힐,36,경상남도 거제시 수양1길 92-5 (수월동),A03,128.6555728903,34.8925588254
스톤힐글램핑,31,경기도 양평군 양평읍 양근골안길17번길 2-24,A03,127.4871155452,37.5006238936
슬로우위켄드,38,전라남도 장성군 황룡면 구대해길 3-12,A03,126.7511722154,35.2639227265
슬로우캠프,32,강원특별자치도 영월군 무릉도원면 고일길 18-5,A03,128.1949255033,37.3464048583
승암159캠핑장,33,충청북도 괴산군 후평도원로 484 1층,A03,127.7834571110,36.6622287401
승촌보오토캠핑장,5,광주광역시 남구 승촌보길 90 (승촌동),A03,126.7611512602,35.0660063695
시골학교캠핑장,33,충청북도 제천시 봉양읍 제원로 653,A03,128.1060774469,37.1736786706
시공간,38,전라남도 여수시 남면 솔고지길 105,A03,127.7258155863,34.5480864766
시냇가 캠핑장,33,충청북도 괴산군 칠성면 연풍로쌍곡길 75,A03,127.8875499562,36.7825307264
시민의 숲 야영장,5,광주광역시 북구 추암로 190 (월출동),A03,126.8662155837,35.2327865214
신난다 글램핑,35,경상북도 청도군 각북면 송내길 57-13,A03,128.5734243150,35.7203809475
신대리야영장,32,강원특별자치도 횡성군 청일면 청일로737번길 10,A03,128.2055701806,37.5872244477
신두57캠핑장,34,충청남도 태안군 신두해변길 201-31,A03,126.1920706979,36.8417161545
신선계곡야영장,31,경기도 광주시 퇴촌면 천진암로 768,A03,127.3448021561,37.4492578074
신어산자연숲캠핑장(장척힐링마을),36,경상남도 김해시 상동면 장척로462번길 140,A03,128.9245085308,35.2771123221
십리포해수욕장야영장,2,인천광역시 옹진군 영흥면 영흥북로 388-1,A03,126.4862876761,37.2819841371
십이선녀탕통나무집야영장,32,강원특별자치도 인제군 북면 십이선녀탕길 81,A03,128.3019711365,38.1831709727
십자봉오토캠핑장,33,충청북도 제천시 백운면 덕동로 527-4,A03,127.9555314975,37.2137545848
싱글벙글캠핑장,31,경기도 용인시 처인구 이동읍 상덕로 95-62,A03,127.1586813023,37.2121291266
싸리목캠핑장,32,강원특별자치도 인제군 인제읍 싸리목길 83,A03,128.2908822884,38.0338492524
쌍곡예당,33,충청북도 괴산군 칠성면 쌍곡로1길 111,A03,127.9023551981,36.7467184408
쌍근오토캠핑장,36,경상남도 거제시 남부면 탑포리 539-1,A03,128.5837242115,34.7638358025
써니밸리캠핑장,33,충청북도 괴산군 청천면 화양로 715,A03,127.8016827439,36.6805269727
써니힐글램핑,32,강원특별자치도 횡성군 우천면 경강로 3487-22,A03,128.1244437406,37.5084181481
썬빌리지펜션캠핑장,35,경상북도 포항시 남구 호미곶면 호미로 1188-10,A03,129.5733101712,36.0618305988
썬오브캠핑장,31,경기도 포천시 이동면 금강로6263번길 14,A03,127.3895517390,38.0875621493
쓰리웨이펜션,32,강원특별자치도 홍천군 홍천읍 높은터로 330,A03,127.8508118308,37.6400366708
씨밀레자연관광농원,31,경기도 용인시 처인구 이동읍 이원로601번길 1-7,A03,127.2489411632,37.1634391546
씨사이드힐캠핑장,2,인천광역시 강화군 화도면 해안남로 2680-12,A03,126.3751686824,37.6347522810
씨엘관광농원글램핑,31,경기도 안산시 단원구 대부황금로 976 (대부동동),A03,126.5919650549,37.2494841986
아날로거 무릉도원점,32,강원특별자치도 영월군 무릉도원면 아래골길 10,A03,128.2754198298,37.2930847459
아날로그데이,4,대구광역시 군위군 부계면 원효길 1,A03,128.6548523975,36.0499867994
아델리아,35,경상북도 경주시 하동분접안길 14-13 (하동),A03,129.3054882190,35.8065182051
아띠캠핑장,31,"경기도 연천군 군남로 373 군남초등학교, 연천군남자연청소년수련원",A03,127.0172416018,38.0809588758
아라야영장,35,경상북도 성주군 금수강산면 광산리 사더래길 116,A03,128.1365215615,35.9086433269
아로니움글램핑,2,인천광역시 강화군 삼산면 삼산남로 85-11,A03,126.3636488200,37.6879347678
아르보리아 캠핑장,2,인천광역시 강화군 길상면 장흥로101번길 65,A03,126.5074461346,37.6104713201
아름다운글램핑장,38,전라남도 신안군 압해읍 복룡로 669-12,A03,126.3374259364,34.9080310629
아름다운캠프,32,강원특별자치도 동해시 대진1길 47-2 (대진동),A03,129.1133888331,37.5746822501
아름채 펜션캠핑장,32,강원특별자치도 횡성군 청일면 청일로 1030,A03,128.2339425283,37.5902079722
아리솔캠핑장,38,전라남도 곡성군 고달면 고산로 343-23,A03,127.3672947423,35.2937048717
아리아리 숲속야영장,32,강원특별자치도 영월군 주천면 솔치로 240-70,A03,128.2130429724,37.2637064050
아리힐스 글램핑,32,강원특별자치도 정선군 정선읍 병방치길 235,A03,128.6348326604,37.3634334552
아미캠핑장,31,경기도 연천군 미산면 청정로918번길 121,A03,126.9572594791,38.0374156539
아버지의숲산정캠프,31,경기도 포천시 영북면 산정호수로 558-1,A03,127.3227532615,38.0548452925
아빠가 만든 캠핑장,32,강원특별자치도 영월군 북면 덕전길 240,A03,128.3930464738,37.2556551671
아빠랑놀자 키즈글램핑,36,경상남도 합천군 삼가면 동리외초길 223,A03,128.1552943462,35.4160466066
아빠의나무 야영장,33,충청북도 괴산군 청천면 괴산로부성1길 15-22,A03,127.7395926474,36.7238319868
아빠의캠핑장,32,강원특별자치도 원주시 신림면 신림황둔로 854,A03,128.1566735172,37.2475461009
아빠캠핑가 오토캠핑장,33,충청북도 진천군 백곡면 안구수길 34-28,A03,127.3606971304,36.8871508123
아산 스파포레,34,충청남도 아산시 음봉면 신수리,A03,126.9816460729,36.8555754783
아산곡교천야영장,34,충청남도 아산시 권곡동 61-5,A03,127.0237160841,36.7975495730
아산글램핑캠핑장,34,충청남도 아산시 선장면 학성로 214,A03,126.9057077173,36.7817132075
아산웨스턴캠핑장,34,충청남도 아산시 음봉면 충무로604번길 12,A03,127.0113912345,36.8327425234
아우내관광농원캠핑장,34,충청남도 천안시 동남구 병천면 관성3길 267-40,A03,127.3411423811,36.8214969075
아우라지 글램핑,32,강원특별자치도 정선군 여량면 노추산로 520,A03,128.7126046110,37.5091181445
아우라지관광지,32,강원특별자치도 정선군 여량면 아우라지길 69,A03,128.7238157233,37.4758027604
아웃오브파크,32,강원특별자치도 춘천시 남면 가옹개길 52-9,A03,127.5112734240,37.7278562949
아이고오토캠핑장,35,경상북도 청도군 매전면 온장길 123-46,A03,128.8502243708,35.6431697686
아이뜰 관광 농원,33,충청북도 괴산군 장연면 충민로 1183,A03,127.9023718862,36.8439461688
아이비캠프오토캠핑장,36,경상남도 밀양시 산내면 원서3길 47,A03,128.9239883600,35.6069113354
아이사랑캠핑장,34,충청남도 보령시 주산면 사작골길 13-13,A03,126.5999261521,36.1827850212
아이에프에이캠프운악,31,경기도 포천시 화현면 금강로 3806-80,A03,127.3059594867,37.8948303130
아잘리아그린캠핑장,34,충청남도 당진시 대호지면 대호나루터길 105-75,A03,126.4871281372,36.9133518343
아지트글램핑,31,경기도 포천시 화현면 화동로477번길 1,A03,127.3073200640,37.9088564812
아쿠아마린글램핑,31,경기도 포천시 이동면 성장로1289번길 204,A03,127.3754791985,38.0478581907
아쿠아베이,35,경상북도 포항시 남구 운하로 207-21 (송도동),A03,129.3736282334,36.0428483624
아트앤오토캠핑장,7,울산광역시 울주군 상북면 배내로 1005,A03,129.0097468682,35.5305715256
아트앤체험캠프,36,경상남도 고성군 대가면 무량로 251,A03,128.2864355642,34.9999124061
안녕오토캠핑,36,경상남도 창원시 마산합포구 구산면 안녕로 329,A03,128.6006052542,35.1082725690
안림딸기마을 캠핑장,35,경상북도 고령군 안림천길 19-6 안림초등학교,A03,128.2600276933,35.6916451474
안면도스쿨버스캠핑장,34,충청남도 태안군 안면읍 안면대로 3356-1,A03,126.3609564887,36.4833603437
안목커피거리카라반캠핑,32,강원특별자치도 강릉시 경강로 2643 (견소동),A03,128.9478892863,37.7713424098
안산화랑오토캠핑장,31,경기도 안산시 단원구 동산로 268 (초지동),A03,126.8101236514,37.3260402758
안성시다목적야영장,31,경기도 안성시 죽산면 용설호수길 55-33,A03,127.4519951700,37.0600630868
안태울캠핑장,31,경기도 양주시 광적면 화합로81번길 375-66,A03,126.9504565383,37.8720292839
알프스글램핑,34,충청남도 청양군 남양면 만수로 1202-20,A03,126.7490189207,36.3717270446
알프스밸리오토캠핑장,32,강원특별자치도 홍천군 화촌면 구룡령로 1016-29,A03,128.0442772062,37.7477805768
앙티브,31,경기도 가평군 상면 수목원로 262-34,A03,127.3589420534,37.7551669883
애플글램핑,38,전라남도 장성군 북하면 담장로 1279,A03,126.8997277485,35.4036344218
애플마루 펜션캠핑장,33,충청북도 단양군 영춘면 남천4길 104-33,A03,128.5008765447,37.0383405368
야한 캠핑장,31,경기도 이천시 마장면 이섭대천로155번길 100,A03,127.3915572278,37.2198268786
약수골 캠프촌,32,강원특별자치도 양구군 동면 약수터길 28,A03,128.0503640031,38.1667569643
약수동산,31,경기도 양평군 약수동산길 81,A03,127.4553071211,37.5075308439
얏호캠핑장,2,인천광역시 강화군 길상면 동검길 159-31,A03,126.5114630914,37.5868352545
양양 솔바다 캠핑장,32,강원특별자치도 양양군 송평길 58,A03,128.6519171519,38.0927521500
양양오색 휴랜드 야영장,32,강원특별자치도 양양군 서면 관대문길 99,A03,128.4900602076,38.0735012502
양양캠핑장 어성전계곡야영장,32,강원특별자치도 양양군 현북면 어성전길 182-18,A03,128.6634567352,37.9472164976
양양포레스트캠핑장,32,강원특별자치도 양양군 현북면 검소길 117,A03,128.6915939774,38.0078155660
양주 감악산 캠핑장,31,경기도 양주시 남면 감악산로 632-32,A03,126.9565714276,37.9143772313
양주두리캠핑장,31,경기도 양주시 마전로212번길 79-72 (마전동),A03,127.0587020745,37.7795336871
양주산막골캠핑장,31,경기도 양주시 백석읍 기산로 414-20,A03,126.9371299548,37.7758846967
양주송천캠핑장,31,경기도 양주시 백석읍 기산로440번길 74-20,A03,126.9380660219,37.7744376602
양주캠핑(구 양주그린캠프),31,경기도 양주시 칠봉산로168번길 290 (회암동),A03,127.0929636696,37.8469681178
양주탑글램핑,31,경기도 양주시 어하고개로 48-1 (삼숭동),A03,127.1016194683,37.8111030098
양지뜰캠핑장,37,전북특별자치도 무주군 보안길 88,A03,127.7684291957,35.9074257341
양지생태마을캠핑장,36,경상남도 거창군 마리면 진산길 157,A03,127.8615321961,35.6958041811
양촌여울체험캠프,36,경상남도 창원시 마산합포구 진전면 의산삼일로 60,A03,128.3753047359,35.1365458901
양평 글램퍼스,31,경기도 양평군 단월면 대부록길 38-3,A03,127.6819900265,37.5794461179
양평 휴 오토캠핑장,31,경기도 양평군 청운면 경강로 4882,A03,127.7692027056,37.5404439197
양평다목적캠핑장,31,경기도 양평군 양동면 양서동로 224,A03,127.7914588617,37.4508491507
양평드림캠핑장,31,경기도 양평군 용문면 갈지길41번길 41-52,A03,127.6232448786,37.5002625454
양평산울림캠핑장,31,경기도 양평군 양동면 불개터길 65-19,A03,127.7611132919,37.3928469674
양평수목원캠핑장,31,경기도 양평군 지평면 부일길 35-70,A03,127.6113502301,37.4486016440
양평숲 비룡캠프장,31,경기도 양평군 청운면 목내미길 83-219,A03,127.7137332257,37.5234809692
양평신화캠핑장,31,경기도 양평군 강상면 강상로 326,A03,127.4692625578,37.4677023821
양평카라반파파,31,경기도 양평군 단월면 석산로 1413,A03,127.6049091065,37.6412625228
어거스트캠핑장,31,경기도 포천시 가산면 우금3길 142-29,A03,127.2276105338,37.8182711331
어라운드빌리지,33,충청북도 보은군 탄부면 사직1길 34,A03,127.7533380549,36.4457224317
어라운드폴리,39,제주특별자치도 서귀포시 성산읍 서성일로 433,A03,126.8359757176,33.4158196384
어름치마을캠핑장,32,강원특별자치도 평창군 미탄면 마하길 42-5,A03,128.5416570398,37.2923565340
어망골캠핑장,34,충청남도 보령시 천북면 사호장은로 638,A03,126.4905664395,36.5054961239
어반슬로우시티,32,강원특별자치도 춘천시 남면 가옹개길 108,A03,127.5116454712,37.7326918503
어반캠핑 마장호수,31,경기도 파주시 광탄면 기산로 367,A03,126.9325443006,37.7745708786
어썸비치 글램핑,32,강원특별자치도 삼척시 초곡길 380,A03,129.2876425220,37.3094800799
어울림펜션 캠핑장,32,강원특별자치도 영월군 한반도면 문둔길 106,A03,128.3725611083,37.1986030177
어은돌송림캠핑장,34,충청남도 태안군 소원면 모항파도로 398-42,A03,126.1352033080,36.7485092869
어은돌오토캠핑장,34,충청남도 태안군 소원면 모항파도로 398-70,A03,126.1345560917,36.7505257093
어은돌힐링야영장,34,충청남도 태안군 소원면 연들길 84,A03,126.1321090390,36.7525226591
얼음골까투리오토캠핑장,36,경상남도 밀양시 산내면 얼음골로 134-22,A03,128.9784926789,35.5797015241
얼음골야영장,36,경상남도 고성군 상리면 삼상로 1411,A03,128.1761678586,34.9833011962
얼음골캠핑장,36,경상남도 밀양시 산내면 하양지안길 11-19,A03,128.9529693859,35.5986350286
얼음골펜션캠핑장,35,경상북도 청송군 주왕산면 팔각산로 453,A03,129.2403678562,36.3252749208
얼음골폭포관광농원,36,경상남도 밀양시 산내면 산내로 1171,A03,128.9564804880,35.5879140793
엄둔밸리 계곡펜션캠핑장,32,강원특별자치도 영월군 무릉도원면 엄둔길 145,A03,128.2349007553,37.3099820345
엄둔솔밭빌리지,32,강원특별자치도 영월군 무릉도원면 도원운학로 376,A03,128.2330428982,37.2994943208
엄소리오토캠핑장,31,경기도 가평군 설악면 묵안로 29,A03,127.4848279110,37.6563724464
엉클캠프,33,충청북도 제천시 봉양읍 제원로8길 16,A03,128.1096882608,37.1727510670
에덴 오토 캠핑장,35,경상북도 경주시 감포읍 동해안로 2507-2,A03,129.5093725908,35.8264031717
에덴펜션,35,경상북도 포항시 북구 죽장면 가사길 15,A03,129.1512212271,36.1927993667
에뜨유명산캠핑장,31,경기도 가평군 설악면 유명산길 124-17,A03,127.4864296312,37.5920716072
에스글램핑,34,충청남도 천안시 동남구 풍세면 호정1길 28-17,A03,127.1293865269,36.7175300953
에어그라운드,39,제주특별자치도 서귀포시 남원읍 남태해안로 439,A03,126.7465642888,33.2820801862
에이미캠핑장,32,강원특별자치도 영월군 김삿갓면 영월동로 1107-1,A03,128.5353595837,37.1320804156
에이스카라반,31,경기도 용인시 처인구 이동읍 이원로 547,A03,127.2440387904,37.1648055757
에이원 글램핑 관광농원,36,경상남도 통영시 산양읍 산양중앙로 168,A03,128.4058609439,34.8004563086
에이원글램핑,36,경상남도 통영시 산양읍 산양중앙로 168,A03,128.4058609439,34.8004563086
에코그린캠핑장,39,제주특별자치도 제주시 애월읍 중산간서로 5587,A03,126.3335353593,33.4442751457
에코유캠핑장,31,경기도 동두천시 천보산로359번길 57 (탑동동),A03,127.1059147737,37.8639247096
에코캠프오토캠핑장,37,전북특별자치도 완주군 동상면 대아수목로 144-1,A03,127.3035435550,35.9806452904
에코팜 부설 오토캠핑장,35,경상북도 포항시 북구 죽장면 합석길 7,A03,129.0953980813,36.2026916300
에코팡팡랜드 오토캠핑장,35,경상북도 포항시 북구 죽장로 2118-47,A03,129.2316705582,36.2588684037
에코힐글램핑,39,제주특별자치도 제주시 애월읍 광령평화8길 22,A03,126.4410481043,33.4499762153
에프앤에프 캠핑,33,충청북도 제천시 봉양읍 명암로 635,A03,128.1483369224,37.1947242563
엘리캠핑,31,경기도 화성시 비봉면 미륵골로 108-17,A03,126.8699709669,37.2267667294
엘림캠핑장,32,강원특별자치도 삼척시 근덕면 내평길 233-13,A03,129.2327303156,37.3239106799
엘림펜션오토캠핑장,33,충청북도 제천시 덕산면 월악산로2길 70-17,A03,128.1186477616,36.9125700533
엘포리글램핑,35,경상북도 포항시 북구 기계면 학야길215번길 49,A03,129.1990294931,36.0492470940
엠와이힐링캠핑장,36,경상남도 밀양시 활성로 296,A03,128.8040382196,35.4897056519
여수메아리글램핑장,38,전라남도 여수시 소라면 해넘이길 217,A03,127.5669233390,34.7913398476
여수자매로카라반캠핑장,38,전라남도 여수시 화양면 자매로 170,A03,127.5784588781,34.6639209874
여우가달을사랑할때,31,경기도 가평군 가평읍 태봉두밀로596번길 78-16,A03,127.4309671688,37.8119505931
여울소리,32,강원특별자치도 영월군 무릉도원면 중방길 2-45,A03,128.2688009715,37.2934068064
여울지숲속캠핑장,31,경기도 김포시 하성면 오정동로 121-15,A03,126.6548072071,37.7255966223
여주산촌오토캠핑장,31,경기도 여주시 금사면 금품1로 552,A03,127.4911957360,37.4039240602
여주참숯마을 캠핑장,31,경기도 여주시 강천면 걸촌동길 40,A03,127.6998135054,37.2888134203
여차울캠핑장,32,강원특별자치도 홍천군 내면 여차동길 745-41,A03,128.2800468840,37.8606080630
